Year	Province	Division	District	Crime Type	Crime No	Population	Normalised/100000
2002	Punjab	Bahawalpur	Bahawalpur	All Reported	8440	2743000	307.6923077
2002	Punjab	Bahawalpur	Bahawalpur	Murder	105	2743000	3.827925629
2002	Punjab	Bahawalpur	Bahawalpur	Attempted Murder	226	2743000	8.239154211
2002	Punjab	Bahawalpur	Bahawalpur	Hurt	700	2743000	25.51950419
2002	Punjab	Bahawalpur	Bahawalpur	Rioting	12	2743000	0.437477215
2002	Punjab	Bahawalpur	Bahawalpur	Assault on Govt. Servants	39	2743000	1.421800948
2002	Punjab	Bahawalpur	Bahawalpur	Rape	63	2743000	2.296755377
2002	Punjab	Bahawalpur	Bahawalpur	Kidnapping/ Abduction	243	2743000	8.858913598
2002	Punjab	Bahawalpur	Bahawalpur	Dacoity	24	2743000	0.874954429
2002	Punjab	Bahawalpur	Bahawalpur	Robbery	195	2743000	7.109004739
2002	Punjab	Bahawalpur	Bahawalpur	Burglary	998	2743000	36.38352169
2002	Punjab	Bahawalpur	Bahawalpur	Motor Vehicles Theft	175	2743000	6.379876048
2002	Punjab	Bahawalpur	Bahawalpur	Cattle Theft	150	2743000	5.468465184
2002	Punjab	Bahawalpur	Bahawalpur	Ordinary Thefts	61	2743000	2.223842508
2002	Punjab	Bahawalpur	Bahawalpur	Misc.	5449	2743000	198.6511119
2002	Punjab	Bahawalpur	Bahawalnagar	All Reported	6728	2264000	297.1731449
2002	Punjab	Bahawalpur	Bahawalnagar	Murder	104	2264000	4.593639576
2002	Punjab	Bahawalpur	Bahawalnagar	Attempted Murder	139	2264000	6.139575972
2002	Punjab	Bahawalpur	Bahawalnagar	Hurt	595	2264000	26.28091873
2002	Punjab	Bahawalpur	Bahawalnagar	Rioting	10	2264000	0.441696113
2002	Punjab	Bahawalpur	Bahawalnagar	Assault on Govt. Servants	28	2264000	1.236749117
2002	Punjab	Bahawalpur	Bahawalnagar	Rape	44	2264000	1.943462898
2002	Punjab	Bahawalpur	Bahawalnagar	Kidnapping/ Abduction	146	2264000	6.448763251
2002	Punjab	Bahawalpur	Bahawalnagar	Dacoity	25	2264000	1.104240283
2002	Punjab	Bahawalpur	Bahawalnagar	Robbery	169	2264000	7.464664311
2002	Punjab	Bahawalpur	Bahawalnagar	Burglary	572	2264000	25.26501767
2002	Punjab	Bahawalpur	Bahawalnagar	Motor Vehicles Theft	80	2264000	3.533568905
2002	Punjab	Bahawalpur	Bahawalnagar	Cattle Theft	166	2264000	7.332155477
2002	Punjab	Bahawalpur	Bahawalnagar	Ordinary Thefts	43	2264000	1.899293286
2002	Punjab	Bahawalpur	Bahawalnagar	Misc.	4607	2264000	203.4893993
2002	Punjab	Bahawalpur	R.Y.Khan	All Reported	9032	3556000	253.9932508
2002	Punjab	Bahawalpur	R.Y.Khan	Murder	174	3556000	4.893138358
2002	Punjab	Bahawalpur	R.Y.Khan	Attempted Murder	157	3556000	4.415073116
2002	Punjab	Bahawalpur	R.Y.Khan	Hurt	720	3556000	20.24746907
2002	Punjab	Bahawalpur	R.Y.Khan	Rioting	27	3556000	0.75928009
2002	Punjab	Bahawalpur	R.Y.Khan	Assault on Govt. Servants	57	3556000	1.602924634
2002	Punjab	Bahawalpur	R.Y.Khan	Rape	68	3556000	1.912260967
2002	Punjab	Bahawalpur	R.Y.Khan	Kidnapping/ Abduction	222	3556000	6.242969629
2002	Punjab	Bahawalpur	R.Y.Khan	Dacoity	76	3556000	2.137232846
2002	Punjab	Bahawalpur	R.Y.Khan	Robbery	304	3556000	8.548931384
2002	Punjab	Bahawalpur	R.Y.Khan	Burglary	538	3556000	15.12935883
2002	Punjab	Bahawalpur	R.Y.Khan	Motor Vehicles Theft	195	3556000	5.483689539
2002	Punjab	Bahawalpur	R.Y.Khan	Cattle Theft	392	3556000	11.02362205
2002	Punjab	Bahawalpur	R.Y.Khan	Ordinary Thefts	32	3556000	0.899887514
2002	Punjab	Bahawalpur	R.Y.Khan	Misc.	6070	3556000	170.6974128
2002	Punjab	Dera Ghazi Khan	D.G.Khan	All Reported	3573	1869000	191.1717496
2002	Punjab	Dera Ghazi Khan	D.G.Khan	Murder	57	1869000	3.04975923
2002	Punjab	Dera Ghazi Khan	D.G.Khan	Attempted Murder	51	1869000	2.728731942
2002	Punjab	Dera Ghazi Khan	D.G.Khan	Hurt	304	1869000	16.26538256
2002	Punjab	Dera Ghazi Khan	D.G.Khan	Rioting	1	1869000	0.053504548
2002	Punjab	Dera Ghazi Khan	D.G.Khan	Assault on Govt. Servants	6	1869000	0.321027287
2002	Punjab	Dera Ghazi Khan	D.G.Khan	Rape	17	1869000	0.909577314
2002	Punjab	Dera Ghazi Khan	D.G.Khan	Kidnapping/ Abduction	57	1869000	3.04975923
2002	Punjab	Dera Ghazi Khan	D.G.Khan	Dacoity	4	1869000	0.214018192
2002	Punjab	Dera Ghazi Khan	D.G.Khan	Robbery	39	1869000	2.086677368
2002	Punjab	Dera Ghazi Khan	D.G.Khan	Burglary	103	1869000	5.510968432
2002	Punjab	Dera Ghazi Khan	D.G.Khan	Motor Vehicles Theft	111	1869000	5.939004815
2002	Punjab	Dera Ghazi Khan	D.G.Khan	Cattle Theft	75	1869000	4.012841091
2002	Punjab	Dera Ghazi Khan	D.G.Khan	Ordinary Thefts	267	1869000	14.28571429
2002	Punjab	Dera Ghazi Khan	D.G.Khan	Misc.	2481	1869000	132.7447833
2002	Punjab	Dera Ghazi Khan	Layyah	All Reported	2030	1265000	160.4743083
2002	Punjab	Dera Ghazi Khan	Layyah	Murder	28	1265000	2.213438735
2002	Punjab	Dera Ghazi Khan	Layyah	Attempted Murder	37	1265000	2.924901186
2002	Punjab	Dera Ghazi Khan	Layyah	Hurt	187	1265000	14.7826087
2002	Punjab	Dera Ghazi Khan	Layyah	Rioting	0	1265000	0
2002	Punjab	Dera Ghazi Khan	Layyah	Assault on Govt. Servants	20	1265000	1.581027668
2002	Punjab	Dera Ghazi Khan	Layyah	Rape	29	1265000	2.292490119
2002	Punjab	Dera Ghazi Khan	Layyah	Kidnapping/ Abduction	58	1265000	4.584980237
2002	Punjab	Dera Ghazi Khan	Layyah	Dacoity	3	1265000	0.23715415
2002	Punjab	Dera Ghazi Khan	Layyah	Robbery	17	1265000	1.343873518
2002	Punjab	Dera Ghazi Khan	Layyah	Burglary	37	1265000	2.924901186
2002	Punjab	Dera Ghazi Khan	Layyah	Motor Vehicles Theft	24	1265000	1.897233202
2002	Punjab	Dera Ghazi Khan	Layyah	Cattle Theft	15	1265000	1.185770751
2002	Punjab	Dera Ghazi Khan	Layyah	Ordinary Thefts	131	1265000	10.35573123
2002	Punjab	Dera Ghazi Khan	Layyah	Misc.	1444	1265000	114.1501976
2002	Punjab	Dera Ghazi Khan	Muzaffargarh	All Reported	10186	3005000	338.968386
2002	Punjab	Dera Ghazi Khan	Muzaffargarh	Murder	81	3005000	2.695507488
2002	Punjab	Dera Ghazi Khan	Muzaffargarh	Attempted Murder	89	3005000	2.961730449
2002	Punjab	Dera Ghazi Khan	Muzaffargarh	Hurt	690	3005000	22.96173045
2002	Punjab	Dera Ghazi Khan	Muzaffargarh	Rioting	3	3005000	0.099833611
2002	Punjab	Dera Ghazi Khan	Muzaffargarh	Assault on Govt. Servants	4	3005000	0.133111481
2002	Punjab	Dera Ghazi Khan	Muzaffargarh	Rape	84	3005000	2.795341098
2002	Punjab	Dera Ghazi Khan	Muzaffargarh	Kidnapping/ Abduction	153	3005000	5.091514143
2002	Punjab	Dera Ghazi Khan	Muzaffargarh	Dacoity	8	3005000	0.266222962
2002	Punjab	Dera Ghazi Khan	Muzaffargarh	Robbery	30	3005000	0.998336106
2002	Punjab	Dera Ghazi Khan	Muzaffargarh	Burglary	254	3005000	8.452579035
2002	Punjab	Dera Ghazi Khan	Muzaffargarh	Motor Vehicles Theft	66	3005000	2.196339434
2002	Punjab	Dera Ghazi Khan	Muzaffargarh	Cattle Theft	137	3005000	4.55906822
2002	Punjab	Dera Ghazi Khan	Muzaffargarh	Ordinary Thefts	233	3005000	7.75374376
2002	Punjab	Dera Ghazi Khan	Muzaffargarh	Misc.	8354	3005000	278.0033278
2002	Punjab	Dera Ghazi Khan	Rajanpur	All Reported	3750	1253000	299.2817239
2002	Punjab	Dera Ghazi Khan	Rajanpur	Murder	84	1253000	6.703910615
2002	Punjab	Dera Ghazi Khan	Rajanpur	Attempted Murder	98	1253000	7.82122905
2002	Punjab	Dera Ghazi Khan	Rajanpur	Hurt	357	1253000	28.49162011
2002	Punjab	Dera Ghazi Khan	Rajanpur	Rioting	0	1253000	0
2002	Punjab	Dera Ghazi Khan	Rajanpur	Assault on Govt. Servants	12	1253000	0.957701516
2002	Punjab	Dera Ghazi Khan	Rajanpur	Rape	13	1253000	1.037509976
2002	Punjab	Dera Ghazi Khan	Rajanpur	Kidnapping/ Abduction	59	1253000	4.708699122
2002	Punjab	Dera Ghazi Khan	Rajanpur	Dacoity	5	1253000	0.399042298
2002	Punjab	Dera Ghazi Khan	Rajanpur	Robbery	65	1253000	5.18754988
2002	Punjab	Dera Ghazi Khan	Rajanpur	Burglary	101	1253000	8.060654429
2002	Punjab	Dera Ghazi Khan	Rajanpur	Motor Vehicles Theft	18	1253000	1.436552275
2002	Punjab	Dera Ghazi Khan	Rajanpur	Cattle Theft	108	1253000	8.619313647
2002	Punjab	Dera Ghazi Khan	Rajanpur	Ordinary Thefts	112	1253000	8.938547486
2002	Punjab	Dera Ghazi Khan	Rajanpur	Misc.	2718	1253000	216.9193935
2002	Punjab	Faisalabad	Faisalabad	All Reported	20306	5987000	339.1681978
2002	Punjab	Faisalabad	Faisalabad	Murder	413	5987000	6.898279606
2002	Punjab	Faisalabad	Faisalabad	Attempted Murder	372	5987000	6.213462502
2002	Punjab	Faisalabad	Faisalabad	Hurt	914	5987000	15.26641056
2002	Punjab	Faisalabad	Faisalabad	Rioting	0	5987000	0
2002	Punjab	Faisalabad	Faisalabad	Assault on Govt. Servants	72	5987000	1.202605646
2002	Punjab	Faisalabad	Faisalabad	Rape	98	5987000	1.636879906
2002	Punjab	Faisalabad	Faisalabad	Kidnapping/ Abduction	293	5987000	4.893936863
2002	Punjab	Faisalabad	Faisalabad	Dacoity	35	5987000	0.584599967
2002	Punjab	Faisalabad	Faisalabad	Robbery	407	5987000	6.798062469
2002	Punjab	Faisalabad	Faisalabad	Burglary	457	5987000	7.633205278
2002	Punjab	Faisalabad	Faisalabad	Motor Vehicles Theft	479	5987000	8.000668114
2002	Punjab	Faisalabad	Faisalabad	Cattle Theft	548	5987000	9.153165191
2002	Punjab	Faisalabad	Faisalabad	Ordinary Thefts	636	5987000	10.62301654
2002	Punjab	Faisalabad	Faisalabad	Misc.	15590	5987000	260.397528
2002	Punjab	Faisalabad	Jhang	All Reported	7145	3083000	231.7547843
2002	Punjab	Faisalabad	Jhang	Murder	205	3083000	6.649367499
2002	Punjab	Faisalabad	Jhang	Attempted Murder	134	3083000	4.346415829
2002	Punjab	Faisalabad	Jhang	Hurt	749	3083000	24.29451833
2002	Punjab	Faisalabad	Jhang	Rioting	2	3083000	0.064871878
2002	Punjab	Faisalabad	Jhang	Assault on Govt. Servants	37	3083000	1.200129744
2002	Punjab	Faisalabad	Jhang	Rape	129	3083000	4.184236134
2002	Punjab	Faisalabad	Jhang	Kidnapping/ Abduction	196	3083000	6.357444048
2002	Punjab	Faisalabad	Jhang	Dacoity	56	3083000	1.816412585
2002	Punjab	Faisalabad	Jhang	Robbery	103	3083000	3.340901719
2002	Punjab	Faisalabad	Jhang	Burglary	385	3083000	12.48783652
2002	Punjab	Faisalabad	Jhang	Motor Vehicles Theft	99	3083000	3.211157963
2002	Punjab	Faisalabad	Jhang	Cattle Theft	506	3083000	16.41258514
2002	Punjab	Faisalabad	Jhang	Ordinary Thefts	141	3083000	4.573467402
2002	Punjab	Faisalabad	Jhang	Misc.	4403	3083000	142.8154395
2002	Punjab	Faisalabad	T.T.Singh	All Reported	3678	1762000	208.7400681
2002	Punjab	Faisalabad	T.T.Singh	Murder	92	1762000	5.221339387
2002	Punjab	Faisalabad	T.T.Singh	Attempted Murder	80	1762000	4.540295119
2002	Punjab	Faisalabad	T.T.Singh	Hurt	229	1762000	12.99659478
2002	Punjab	Faisalabad	T.T.Singh	Rioting	1	1762000	0.056753689
2002	Punjab	Faisalabad	T.T.Singh	Assault on Govt. Servants	17	1762000	0.964812713
2002	Punjab	Faisalabad	T.T.Singh	Rape	21	1762000	1.191827469
2002	Punjab	Faisalabad	T.T.Singh	Kidnapping/ Abduction	69	1762000	3.91600454
2002	Punjab	Faisalabad	T.T.Singh	Dacoity	9	1762000	0.510783201
2002	Punjab	Faisalabad	T.T.Singh	Robbery	66	1762000	3.745743473
2002	Punjab	Faisalabad	T.T.Singh	Burglary	58	1762000	3.291713961
2002	Punjab	Faisalabad	T.T.Singh	Motor Vehicles Theft	30	1762000	1.70261067
2002	Punjab	Faisalabad	T.T.Singh	Cattle Theft	42	1762000	2.383654938
2002	Punjab	Faisalabad	T.T.Singh	Ordinary Thefts	325	1762000	18.44494892
2002	Punjab	Faisalabad	T.T.Singh	Misc.	2639	1762000	149.7729852
2002	Punjab	Gujranwala	Gujranwala	All Reported	11037	3799000	290.5238221
2002	Punjab	Gujranwala	Gujranwala	Murder	269	3799000	7.08081074
2002	Punjab	Gujranwala	Gujranwala	Attempted Murder	326	3799000	8.58120558
2002	Punjab	Gujranwala	Gujranwala	Hurt	893	3799000	23.50618584
2002	Punjab	Gujranwala	Gujranwala	Rioting	0	3799000	0
2002	Punjab	Gujranwala	Gujranwala	Assault on Govt. Servants	40	3799000	1.05290866
2002	Punjab	Gujranwala	Gujranwala	Rape	50	3799000	1.316135825
2002	Punjab	Gujranwala	Gujranwala	Kidnapping/ Abduction	182	3799000	4.790734404
2002	Punjab	Gujranwala	Gujranwala	Dacoity	46	3799000	1.210844959
2002	Punjab	Gujranwala	Gujranwala	Robbery	412	3799000	10.8449592
2002	Punjab	Gujranwala	Gujranwala	Burglary	318	3799000	8.370623848
2002	Punjab	Gujranwala	Gujranwala	Motor Vehicles Theft	221	3799000	5.817320347
2002	Punjab	Gujranwala	Gujranwala	Cattle Theft	60	3799000	1.57936299
2002	Punjab	Gujranwala	Gujranwala	Ordinary Thefts	388	3799000	10.213214
2002	Punjab	Gujranwala	Gujranwala	Misc.	7832	3799000	206.1595157
2002	Punjab	Gujranwala	Gujrat	All Reported	9480	2234000	424.35094
2002	Punjab	Gujranwala	Gujrat	Murder	212	2234000	9.489704566
2002	Punjab	Gujranwala	Gujrat	Attempted Murder	222	2234000	9.93733214
2002	Punjab	Gujranwala	Gujrat	Hurt	494	2234000	22.11280215
2002	Punjab	Gujranwala	Gujrat	Rioting	0	2234000	0
2002	Punjab	Gujranwala	Gujrat	Assault on Govt. Servants	15	2234000	0.671441361
2002	Punjab	Gujranwala	Gujrat	Rape	27	2234000	1.208594449
2002	Punjab	Gujranwala	Gujrat	Kidnapping/ Abduction	98	2234000	4.386750224
2002	Punjab	Gujranwala	Gujrat	Dacoity	10	2234000	0.447627574
2002	Punjab	Gujranwala	Gujrat	Robbery	76	2234000	3.401969561
2002	Punjab	Gujranwala	Gujrat	Burglary	156	2234000	6.982990152
2002	Punjab	Gujranwala	Gujrat	Motor Vehicles Theft	86	2234000	3.849597135
2002	Punjab	Gujranwala	Gujrat	Cattle Theft	82	2234000	3.670546106
2002	Punjab	Gujranwala	Gujrat	Ordinary Thefts	112	2234000	5.013428827
2002	Punjab	Gujranwala	Gujrat	Misc.	7890	2234000	353.1781558
2002	Punjab	Gujranwala	Hafizabad	All Reported	2927	910000	321.6483516
2002	Punjab	Gujranwala	Hafizabad	Murder	79	910000	8.681318681
2002	Punjab	Gujranwala	Hafizabad	Attempted Murder	58	910000	6.373626374
2002	Punjab	Gujranwala	Hafizabad	Hurt	218	910000	23.95604396
2002	Punjab	Gujranwala	Hafizabad	Rioting	0	910000	0
2002	Punjab	Gujranwala	Hafizabad	Assault on Govt. Servants	26	910000	2.857142857
2002	Punjab	Gujranwala	Hafizabad	Rape	22	910000	2.417582418
2002	Punjab	Gujranwala	Hafizabad	Kidnapping/ Abduction	48	910000	5.274725275
2002	Punjab	Gujranwala	Hafizabad	Dacoity	7	910000	0.769230769
2002	Punjab	Gujranwala	Hafizabad	Robbery	34	910000	3.736263736
2002	Punjab	Gujranwala	Hafizabad	Burglary	44	910000	4.835164835
2002	Punjab	Gujranwala	Hafizabad	Motor Vehicles Theft	14	910000	1.538461538
2002	Punjab	Gujranwala	Hafizabad	Cattle Theft	60	910000	6.593406593
2002	Punjab	Gujranwala	Hafizabad	Ordinary Thefts	186	910000	20.43956044
2002	Punjab	Gujranwala	Hafizabad	Misc.	2131	910000	234.1758242
2002	Punjab	Gujranwala	Mandi Baha-ud-Din	All Reported	3836	1249000	307.1257006
2002	Punjab	Gujranwala	Mandi Baha-ud-Din	Murder	94	1249000	7.526020817
2002	Punjab	Gujranwala	Mandi Baha-ud-Din	Attempted Murder	94	1249000	7.526020817
2002	Punjab	Gujranwala	Mandi Baha-ud-Din	Hurt	404	1249000	32.3458767
2002	Punjab	Gujranwala	Mandi Baha-ud-Din	Rioting	0	1249000	0
2002	Punjab	Gujranwala	Mandi Baha-ud-Din	Assault on Govt. Servants	25	1249000	2.001601281
2002	Punjab	Gujranwala	Mandi Baha-ud-Din	Rape	25	1249000	2.001601281
2002	Punjab	Gujranwala	Mandi Baha-ud-Din	Kidnapping/ Abduction	92	1249000	7.365892714
2002	Punjab	Gujranwala	Mandi Baha-ud-Din	Dacoity	11	1249000	0.880704564
2002	Punjab	Gujranwala	Mandi Baha-ud-Din	Robbery	39	1249000	3.122497998
2002	Punjab	Gujranwala	Mandi Baha-ud-Din	Burglary	88	1249000	7.045636509
2002	Punjab	Gujranwala	Mandi Baha-ud-Din	Motor Vehicles Theft	37	1249000	2.962369896
2002	Punjab	Gujranwala	Mandi Baha-ud-Din	Cattle Theft	131	1249000	10.48839071
2002	Punjab	Gujranwala	Mandi Baha-ud-Din	Ordinary Thefts	57	1249000	4.563650921
2002	Punjab	Gujranwala	Mandi Baha-ud-Din	Misc.	2739	1249000	219.2954363
2002	Punjab	Gujranwala	Narowal	All Reported	2731	1366000	199.9267936
2002	Punjab	Gujranwala	Narowal	Murder	98	1366000	7.174231332
2002	Punjab	Gujranwala	Narowal	Attempted Murder	83	1366000	6.0761347
2002	Punjab	Gujranwala	Narowal	Hurt	313	1366000	22.9136164
2002	Punjab	Gujranwala	Narowal	Rioting	0	1366000	0
2002	Punjab	Gujranwala	Narowal	Assault on Govt. Servants	3	1366000	0.219619327
2002	Punjab	Gujranwala	Narowal	Rape	7	1366000	0.512445095
2002	Punjab	Gujranwala	Narowal	Kidnapping/ Abduction	53	1366000	3.879941435
2002	Punjab	Gujranwala	Narowal	Dacoity	11	1366000	0.805270864
2002	Punjab	Gujranwala	Narowal	Robbery	32	1366000	2.342606149
2002	Punjab	Gujranwala	Narowal	Burglary	87	1366000	6.368960469
2002	Punjab	Gujranwala	Narowal	Motor Vehicles Theft	19	1366000	1.390922401
2002	Punjab	Gujranwala	Narowal	Cattle Theft	36	1366000	2.635431918
2002	Punjab	Gujranwala	Narowal	Ordinary Thefts	114	1366000	8.345534407
2002	Punjab	Gujranwala	Narowal	Misc.	1875	1366000	137.2620791
2002	Punjab	Gujranwala	Sialkot	All Reported	9635	2998000	321.3809206
2002	Punjab	Gujranwala	Sialkot	Murder	215	2998000	7.171447632
2002	Punjab	Gujranwala	Sialkot	Attempted Murder	314	2998000	10.4736491
2002	Punjab	Gujranwala	Sialkot	Hurt	760	2998000	25.35023349
2002	Punjab	Gujranwala	Sialkot	Rioting	0	2998000	0
2002	Punjab	Gujranwala	Sialkot	Assault on Govt. Servants	17	2998000	0.567044696
2002	Punjab	Gujranwala	Sialkot	Rape	55	2998000	1.834556371
2002	Punjab	Gujranwala	Sialkot	Kidnapping/ Abduction	163	2998000	5.436957972
2002	Punjab	Gujranwala	Sialkot	Dacoity	24	2998000	0.800533689
2002	Punjab	Gujranwala	Sialkot	Robbery	238	2998000	7.938625751
2002	Punjab	Gujranwala	Sialkot	Burglary	245	2998000	8.172114743
2002	Punjab	Gujranwala	Sialkot	Motor Vehicles Theft	224	2998000	7.471647765
2002	Punjab	Gujranwala	Sialkot	Cattle Theft	95	2998000	3.168779186
2002	Punjab	Gujranwala	Sialkot	Ordinary Thefts	223	2998000	7.438292195
2002	Punjab	Gujranwala	Sialkot	Misc.	7062	2998000	235.557038
2002	Punjab	Lahore	Lahore	All Reported	38445	7228000	531.8898727
2002	Punjab	Lahore	Lahore	Murder	506	7228000	7.000553403
2002	Punjab	Lahore	Lahore	Attempted Murder	689	7228000	9.532374101
2002	Punjab	Lahore	Lahore	Hurt	1262	7228000	17.45987825
2002	Punjab	Lahore	Lahore	Rioting	0	7228000	0
2002	Punjab	Lahore	Lahore	Assault on Govt. Servants	46	7228000	0.636413946
2002	Punjab	Lahore	Lahore	Rape	48	7228000	0.664084117
2002	Punjab	Lahore	Lahore	Kidnapping/ Abduction	608	7228000	8.411732153
2002	Punjab	Lahore	Lahore	Dacoity	70	7228000	0.968456004
2002	Punjab	Lahore	Lahore	Robbery	1384	7228000	19.14775872
2002	Punjab	Lahore	Lahore	Burglary	1262	7228000	17.45987825
2002	Punjab	Lahore	Lahore	Motor Vehicles Theft	2048	7228000	28.33425567
2002	Punjab	Lahore	Lahore	Cattle Theft	108	7228000	1.494189264
2002	Punjab	Lahore	Lahore	Ordinary Thefts	957	7228000	13.24017709
2002	Punjab	Lahore	Lahore	Misc.	29457	7228000	407.5401217
2002	Punjab	Lahore	Kasur	All Reported	7904	2632000	300.3039514
2002	Punjab	Lahore	Kasur	Murder	185	2632000	7.02887538
2002	Punjab	Lahore	Kasur	Attempted Murder	277	2632000	10.52431611
2002	Punjab	Lahore	Kasur	Hurt	648	2632000	24.62006079
2002	Punjab	Lahore	Kasur	Rioting	0	2632000	0
2002	Punjab	Lahore	Kasur	Assault on Govt. Servants	30	2632000	1.139817629
2002	Punjab	Lahore	Kasur	Rape	51	2632000	1.93768997
2002	Punjab	Lahore	Kasur	Kidnapping/ Abduction	217	2632000	8.244680851
2002	Punjab	Lahore	Kasur	Dacoity	37	2632000	1.405775076
2002	Punjab	Lahore	Kasur	Robbery	125	2632000	4.749240122
2002	Punjab	Lahore	Kasur	Burglary	274	2632000	10.41033435
2002	Punjab	Lahore	Kasur	Motor Vehicles Theft	45	2632000	1.709726444
2002	Punjab	Lahore	Kasur	Cattle Theft	154	2632000	5.85106383
2002	Punjab	Lahore	Kasur	Ordinary Thefts	97	2632000	3.685410334
2002	Punjab	Lahore	Kasur	Misc.	5764	2632000	218.9969605
2002	Punjab	Lahore	Okara	All Reported	8236	2454000	335.6153219
2002	Punjab	Lahore	Okara	Murder	184	2454000	7.49796251
2002	Punjab	Lahore	Okara	Attempted Murder	202	2454000	8.231458843
2002	Punjab	Lahore	Okara	Hurt	666	2454000	27.1393643
2002	Punjab	Lahore	Okara	Rioting	0	2454000	0
2002	Punjab	Lahore	Okara	Assault on Govt. Servants	20	2454000	0.814995925
2002	Punjab	Lahore	Okara	Rape	97	2454000	3.952730236
2002	Punjab	Lahore	Okara	Kidnapping/ Abduction	335	2454000	13.65118174
2002	Punjab	Lahore	Okara	Dacoity	58	2454000	2.363488183
2002	Punjab	Lahore	Okara	Robbery	145	2454000	5.908720456
2002	Punjab	Lahore	Okara	Burglary	187	2454000	7.620211899
2002	Punjab	Lahore	Okara	Motor Vehicles Theft	105	2454000	4.278728606
2002	Punjab	Lahore	Okara	Cattle Theft	406	2454000	16.54441728
2002	Punjab	Lahore	Okara	Ordinary Thefts	594	2454000	24.20537897
2002	Punjab	Lahore	Okara	Misc.	5237	2454000	213.406683
2002	Punjab	Lahore	Sheikhupura	All Reported	11419	2275000	501.9340659
2002	Punjab	Lahore	Sheikhupura	Murder	403	2275000	17.71428571
2002	Punjab	Lahore	Sheikhupura	Attempted Murder	359	2275000	15.78021978
2002	Punjab	Lahore	Sheikhupura	Hurt	1084	2275000	47.64835165
2002	Punjab	Lahore	Sheikhupura	Rioting	0	2275000	0
2002	Punjab	Lahore	Sheikhupura	Assault on Govt. Servants	52	2275000	2.285714286
2002	Punjab	Lahore	Sheikhupura	Rape	95	2275000	4.175824176
2002	Punjab	Lahore	Sheikhupura	Kidnapping/ Abduction	275	2275000	12.08791209
2002	Punjab	Lahore	Sheikhupura	Dacoity	104	2275000	4.571428571
2002	Punjab	Lahore	Sheikhupura	Robbery	285	2275000	12.52747253
2002	Punjab	Lahore	Sheikhupura	Burglary	339	2275000	14.9010989
2002	Punjab	Lahore	Sheikhupura	Motor Vehicles Theft	133	2275000	5.846153846
2002	Punjab	Lahore	Sheikhupura	Cattle Theft	186	2275000	8.175824176
2002	Punjab	Lahore	Sheikhupura	Ordinary Thefts	191	2275000	8.395604396
2002	Punjab	Lahore	Sheikhupura	Misc.	7913	2275000	347.8241758
2002	Punjab	Multan	Multan	All Reported	8553	3466000	246.7686093
2002	Punjab	Multan	Multan	Murder	109	3466000	3.144835545
2002	Punjab	Multan	Multan	Attempted Murder	112	3466000	3.231390652
2002	Punjab	Multan	Multan	Hurt	850	3466000	24.52394691
2002	Punjab	Multan	Multan	Rioting	0	3466000	0
2002	Punjab	Multan	Multan	Assault on Govt. Servants	64	3466000	1.846508944
2002	Punjab	Multan	Multan	Rape	46	3466000	1.327178304
2002	Punjab	Multan	Multan	Kidnapping/ Abduction	243	3466000	7.010963647
2002	Punjab	Multan	Multan	Dacoity	43	3466000	1.240623197
2002	Punjab	Multan	Multan	Robbery	276	3466000	7.963069821
2002	Punjab	Multan	Multan	Burglary	724	3466000	20.88863243
2002	Punjab	Multan	Multan	Motor Vehicles Theft	468	3466000	13.50259665
2002	Punjab	Multan	Multan	Cattle Theft	103	3466000	2.971725332
2002	Punjab	Multan	Multan	Ordinary Thefts	65	3466000	1.875360646
2002	Punjab	Multan	Multan	Misc.	5350	3466000	154.356607
2002	Punjab	Multan	Khanewal	All Reported	6242	2276000	274.2530756
2002	Punjab	Multan	Khanewal	Murder	95	2276000	4.173989455
2002	Punjab	Multan	Khanewal	Attempted Murder	110	2276000	4.833040422
2002	Punjab	Multan	Khanewal	Hurt	588	2276000	25.83479789
2002	Punjab	Multan	Khanewal	Rioting	1	2276000	0.043936731
2002	Punjab	Multan	Khanewal	Assault on Govt. Servants	22	2276000	0.966608084
2002	Punjab	Multan	Khanewal	Rape	32	2276000	1.405975395
2002	Punjab	Multan	Khanewal	Kidnapping/ Abduction	131	2276000	5.755711775
2002	Punjab	Multan	Khanewal	Dacoity	10	2276000	0.439367311
2002	Punjab	Multan	Khanewal	Robbery	73	2276000	3.207381371
2002	Punjab	Multan	Khanewal	Burglary	211	2276000	9.270650264
2002	Punjab	Multan	Khanewal	Motor Vehicles Theft	50	2276000	2.196836555
2002	Punjab	Multan	Khanewal	Cattle Theft	183	2276000	8.040421793
2002	Punjab	Multan	Khanewal	Ordinary Thefts	98	2276000	4.305799649
2002	Punjab	Multan	Khanewal	Misc.	4638	2276000	203.7785589
2002	Punjab	Multan	Lodhran	All Reported	3807	1304000	291.9478528
2002	Punjab	Multan	Lodhran	Murder	51	1304000	3.911042945
2002	Punjab	Multan	Lodhran	Attempted Murder	57	1304000	4.371165644
2002	Punjab	Multan	Lodhran	Hurt	382	1304000	29.29447853
2002	Punjab	Multan	Lodhran	Rioting	0	1304000	0
2002	Punjab	Multan	Lodhran	Assault on Govt. Servants	31	1304000	2.377300613
2002	Punjab	Multan	Lodhran	Rape	19	1304000	1.457055215
2002	Punjab	Multan	Lodhran	Kidnapping/ Abduction	90	1304000	6.901840491
