Year	Province	Division	District	Crime Type	Crime No	Population	Normalised/100000
2005	Punjab	Lahore	Nankana Sahib	Rape	50	1408000	3.551136364
2005	Punjab	Lahore	Nankana Sahib	Kidnapping/ Abduction	129	1408000	9.161931818
2005	Punjab	Lahore	Nankana Sahib	Dacoity	43	1408000	3.053977273
2005	Punjab	Lahore	Nankana Sahib	Robbery	157	1408000	11.15056818
2005	Punjab	Lahore	Nankana Sahib	Burglary	95	1408000	6.747159091
2005	Punjab	Lahore	Nankana Sahib	Motor Vehicles Theft	24	1408000	1.704545455
2005	Punjab	Lahore	Nankana Sahib	Cattle Theft	183	1408000	12.99715909
2005	Punjab	Lahore	Nankana Sahib	Ordinary Thefts	359	1408000	25.49715909
2005	Punjab	Lahore	Nankana Sahib	Misc.	3331	1408000	236.5767045
2005	Punjab	Lahore	Okara	All Reported	7620	2556000	298.1220657
2005	Punjab	Lahore	Okara	Murder	180	2556000	7.042253521
2005	Punjab	Lahore	Okara	Attempted Murder	215	2556000	8.411580595
2005	Punjab	Lahore	Okara	Hurt	555	2556000	21.71361502
2005	Punjab	Lahore	Okara	Rioting	2	2556000	0.078247261
2005	Punjab	Lahore	Okara	Assault on Govt. Servants	18	2556000	0.704225352
2005	Punjab	Lahore	Okara	Rape	83	2556000	3.247261346
2005	Punjab	Lahore	Okara	Kidnapping/ Abduction	364	2556000	14.24100156
2005	Punjab	Lahore	Okara	Dacoity	134	2556000	5.24256651
2005	Punjab	Lahore	Okara	Robbery	289	2556000	11.30672926
2005	Punjab	Lahore	Okara	Burglary	227	2556000	8.881064163
2005	Punjab	Lahore	Okara	Motor Vehicles Theft	110	2556000	4.303599374
2005	Punjab	Lahore	Okara	Cattle Theft	533	2556000	20.85289515
2005	Punjab	Lahore	Okara	Ordinary Thefts	818	2556000	32.00312989
2005	Punjab	Lahore	Okara	Misc.	4092	2556000	160.0938967
2005	Punjab	Lahore	Sheikhupura	All Reported	8270	2381000	347.3330533
2005	Punjab	Lahore	Sheikhupura	Murder	267	2381000	11.21377572
2005	Punjab	Lahore	Sheikhupura	Attempted Murder	264	2381000	11.08777824
2005	Punjab	Lahore	Sheikhupura	Hurt	533	2381000	22.38555229
2005	Punjab	Lahore	Sheikhupura	Rioting	0	2381000	0
2005	Punjab	Lahore	Sheikhupura	Assault on Govt. Servants	39	2381000	1.637967241
2005	Punjab	Lahore	Sheikhupura	Rape	58	2381000	2.435951281
2005	Punjab	Lahore	Sheikhupura	Kidnapping/ Abduction	277	2381000	11.63376732
2005	Punjab	Lahore	Sheikhupura	Dacoity	152	2381000	6.383872323
2005	Punjab	Lahore	Sheikhupura	Robbery	357	2381000	14.99370013
2005	Punjab	Lahore	Sheikhupura	Burglary	163	2381000	6.845863083
2005	Punjab	Lahore	Sheikhupura	Motor Vehicles Theft	125	2381000	5.249895002
2005	Punjab	Lahore	Sheikhupura	Cattle Theft	167	2381000	7.013859723
2005	Punjab	Lahore	Sheikhupura	Ordinary Thefts	843	2381000	35.40529189
2005	Punjab	Lahore	Sheikhupura	Misc.	5025	2381000	211.0457791
2005	Punjab	Multan	Multan	All Reported	8626	3629000	237.6963351
2005	Punjab	Multan	Multan	Murder	99	3629000	2.728024249
2005	Punjab	Multan	Multan	Attempted Murder	132	3629000	3.637365665
2005	Punjab	Multan	Multan	Hurt	797	3629000	21.961973
2005	Punjab	Multan	Multan	Rioting	0	3629000	0
2005	Punjab	Multan	Multan	Assault on Govt. Servants	24	3629000	0.661339212
2005	Punjab	Multan	Multan	Rape	37	3629000	1.019564618
2005	Punjab	Multan	Multan	Kidnapping/ Abduction	225	3629000	6.200055112
2005	Punjab	Multan	Multan	Dacoity	51	3629000	1.405345825
2005	Punjab	Multan	Multan	Robbery	476	3629000	13.11656104
2005	Punjab	Multan	Multan	Burglary	530	3629000	14.60457426
2005	Punjab	Multan	Multan	Motor Vehicles Theft	367	3629000	10.11297878
2005	Punjab	Multan	Multan	Cattle Theft	205	3629000	5.648939102
2005	Punjab	Multan	Multan	Ordinary Thefts	709	3629000	19.53706255
2005	Punjab	Multan	Multan	Misc.	4974	3629000	137.0625517
2005	Punjab	Multan	Khanewal	All Reported	6733	2372000	283.8532884
2005	Punjab	Multan	Khanewal	Murder	116	2372000	4.890387858
2005	Punjab	Multan	Khanewal	Attempted Murder	163	2372000	6.871838111
2005	Punjab	Multan	Khanewal	Hurt	121	2372000	5.101180438
2005	Punjab	Multan	Khanewal	Rioting	2	2372000	0.084317032
2005	Punjab	Multan	Khanewal	Assault on Govt. Servants	11	2372000	0.463743676
2005	Punjab	Multan	Khanewal	Rape	42	2372000	1.770657673
2005	Punjab	Multan	Khanewal	Kidnapping/ Abduction	185	2372000	7.799325464
2005	Punjab	Multan	Khanewal	Dacoity	47	2372000	1.981450253
2005	Punjab	Multan	Khanewal	Robbery	197	2372000	8.305227656
2005	Punjab	Multan	Khanewal	Burglary	261	2372000	11.00337268
2005	Punjab	Multan	Khanewal	Motor Vehicles Theft	68	2372000	2.866779089
2005	Punjab	Multan	Khanewal	Cattle Theft	296	2372000	12.47892074
2005	Punjab	Multan	Khanewal	Ordinary Thefts	593	2372000	25
2005	Punjab	Multan	Khanewal	Misc.	4631	2372000	195.2360877
2005	Punjab	Multan	Lodhran	All Reported	3960	1365000	290.1098901
2005	Punjab	Multan	Lodhran	Murder	36	1365000	2.637362637
2005	Punjab	Multan	Lodhran	Attempted Murder	59	1365000	4.322344322
2005	Punjab	Multan	Lodhran	Hurt	295	1365000	21.61172161
2005	Punjab	Multan	Lodhran	Rioting	0	1365000	0
2005	Punjab	Multan	Lodhran	Assault on Govt. Servants	6	1365000	0.43956044
2005	Punjab	Multan	Lodhran	Rape	35	1365000	2.564102564
2005	Punjab	Multan	Lodhran	Kidnapping/ Abduction	108	1365000	7.912087912
2005	Punjab	Multan	Lodhran	Dacoity	4	1365000	0.293040293
2005	Punjab	Multan	Lodhran	Robbery	69	1365000	5.054945055
2005	Punjab	Multan	Lodhran	Burglary	69	1365000	5.054945055
2005	Punjab	Multan	Lodhran	Motor Vehicles Theft	31	1365000	2.271062271
2005	Punjab	Multan	Lodhran	Cattle Theft	418	1365000	30.62271062
2005	Punjab	Multan	Lodhran	Ordinary Thefts	213	1365000	15.6043956
2005	Punjab	Multan	Lodhran	Misc.	2617	1365000	191.7216117
2005	Punjab	Multan	Vehari	All Reported	7130	2430000	293.4156379
2005	Punjab	Multan	Vehari	Murder	104	2430000	4.279835391
2005	Punjab	Multan	Vehari	Attempted Murder	141	2430000	5.802469136
2005	Punjab	Multan	Vehari	Hurt	496	2430000	20.41152263
2005	Punjab	Multan	Vehari	Rioting	0	2430000	0
2005	Punjab	Multan	Vehari	Assault on Govt. Servants	11	2430000	0.452674897
2005	Punjab	Multan	Vehari	Rape	48	2430000	1.975308642
2005	Punjab	Multan	Vehari	Kidnapping/ Abduction	241	2430000	9.917695473
2005	Punjab	Multan	Vehari	Dacoity	26	2430000	1.069958848
2005	Punjab	Multan	Vehari	Robbery	120	2430000	4.938271605
2005	Punjab	Multan	Vehari	Burglary	201	2430000	8.271604938
2005	Punjab	Multan	Vehari	Motor Vehicles Theft	87	2430000	3.580246914
2005	Punjab	Multan	Vehari	Cattle Theft	1114	2430000	45.8436214
2005	Punjab	Multan	Vehari	Ordinary Thefts	600	2430000	24.69135802
2005	Punjab	Multan	Vehari	Misc.	3941	2430000	162.18107
2005	Punjab	Multan	Sahiwal	All Reported	7130	2079000	342.953343
2005	Punjab	Multan	Sahiwal	Murder	128	2079000	6.156806157
2005	Punjab	Multan	Sahiwal	Attempted Murder	162	2079000	7.792207792
2005	Punjab	Multan	Sahiwal	Hurt	543	2079000	26.11832612
2005	Punjab	Multan	Sahiwal	Rioting	0	2079000	0
2005	Punjab	Multan	Sahiwal	Assault on Govt. Servants	8	2079000	0.384800385
2005	Punjab	Multan	Sahiwal	Rape	21	2079000	1.01010101
2005	Punjab	Multan	Sahiwal	Kidnapping/ Abduction	221	2079000	10.63011063
2005	Punjab	Multan	Sahiwal	Dacoity	31	2079000	1.491101491
2005	Punjab	Multan	Sahiwal	Robbery	178	2079000	8.561808562
2005	Punjab	Multan	Sahiwal	Burglary	222	2079000	10.67821068
2005	Punjab	Multan	Sahiwal	Motor Vehicles Theft	79	2079000	3.7999038
2005	Punjab	Multan	Sahiwal	Cattle Theft	423	2079000	20.34632035
2005	Punjab	Multan	Sahiwal	Ordinary Thefts	584	2079000	28.09042809
2005	Punjab	Multan	Sahiwal	Misc.	4530	2079000	217.8932179
2005	Punjab	Multan	Pakpattan	All Reported	4595	1480000	310.472973
2005	Punjab	Multan	Pakpattan	Murder	91	1480000	6.148648649
2005	Punjab	Multan	Pakpattan	Attempted Murder	94	1480000	6.351351351
2005	Punjab	Multan	Pakpattan	Hurt	170	1480000	11.48648649
2005	Punjab	Multan	Pakpattan	Rioting	0	1480000	0
2005	Punjab	Multan	Pakpattan	Assault on Govt. Servants	13	1480000	0.878378378
2005	Punjab	Multan	Pakpattan	Rape	68	1480000	4.594594595
2005	Punjab	Multan	Pakpattan	Kidnapping/ Abduction	111	1480000	7.5
2005	Punjab	Multan	Pakpattan	Dacoity	17	1480000	1.148648649
2005	Punjab	Multan	Pakpattan	Robbery	57	1480000	3.851351351
2005	Punjab	Multan	Pakpattan	Burglary	157	1480000	10.60810811
2005	Punjab	Multan	Pakpattan	Motor Vehicles Theft	27	1480000	1.824324324
2005	Punjab	Multan	Pakpattan	Cattle Theft	225	1480000	15.2027027
2005	Punjab	Multan	Pakpattan	Ordinary Thefts	256	1480000	17.2972973
2005	Punjab	Multan	Pakpattan	Misc.	3309	1480000	223.5810811
2005	Punjab	Rawalpindi	Rawalpindi	All Reported	12538	3922000	319.6838348
2005	Punjab	Rawalpindi	Rawalpindi	Murder	215	3922000	5.481896991
2005	Punjab	Rawalpindi	Rawalpindi	Attempted Murder	344	3922000	8.771035186
2005	Punjab	Rawalpindi	Rawalpindi	Hurt	558	3922000	14.22743498
2005	Punjab	Rawalpindi	Rawalpindi	Rioting	49	3922000	1.24936257
2005	Punjab	Rawalpindi	Rawalpindi	Assault on Govt. Servants	32	3922000	0.81591025
2005	Punjab	Rawalpindi	Rawalpindi	Rape	26	3922000	0.662927078
2005	Punjab	Rawalpindi	Rawalpindi	Kidnapping/ Abduction	210	3922000	5.354411015
2005	Punjab	Rawalpindi	Rawalpindi	Dacoity	52	3922000	1.325854156
2005	Punjab	Rawalpindi	Rawalpindi	Robbery	309	3922000	7.87863335
2005	Punjab	Rawalpindi	Rawalpindi	Burglary	413	3922000	10.53034166
2005	Punjab	Rawalpindi	Rawalpindi	Motor Vehicles Theft	1031	3922000	26.28760836
2005	Punjab	Rawalpindi	Rawalpindi	Cattle Theft	55	3922000	1.402345742
2005	Punjab	Rawalpindi	Rawalpindi	Ordinary Thefts	552	3922000	14.07445181
2005	Punjab	Rawalpindi	Rawalpindi	Misc.	8692	3922000	221.6216216
2005	Punjab	Rawalpindi	Attock	All Reported	2762	1444000	191.2742382
2005	Punjab	Rawalpindi	Attock	Murder	78	1444000	5.40166205
2005	Punjab	Rawalpindi	Attock	Attempted Murder	113	1444000	7.825484765
2005	Punjab	Rawalpindi	Attock	Hurt	307	1444000	21.26038781
2005	Punjab	Rawalpindi	Attock	Rioting	2	1444000	0.138504155
2005	Punjab	Rawalpindi	Attock	Assault on Govt. Servants	7	1444000	0.484764543
2005	Punjab	Rawalpindi	Attock	Rape	13	1444000	0.900277008
2005	Punjab	Rawalpindi	Attock	Kidnapping/ Abduction	30	1444000	2.077562327
2005	Punjab	Rawalpindi	Attock	Dacoity	4	1444000	0.27700831
2005	Punjab	Rawalpindi	Attock	Robbery	27	1444000	1.869806094
2005	Punjab	Rawalpindi	Attock	Burglary	71	1444000	4.916897507
2005	Punjab	Rawalpindi	Attock	Motor Vehicles Theft	27	1444000	1.869806094
2005	Punjab	Rawalpindi	Attock	Cattle Theft	21	1444000	1.454293629
2005	Punjab	Rawalpindi	Attock	Ordinary Thefts	90	1444000	6.232686981
2005	Punjab	Rawalpindi	Attock	Misc.	1972	1444000	136.565097
2005	Punjab	Rawalpindi	Chakwal	All Reported	2198	1211000	181.5028902
2005	Punjab	Rawalpindi	Chakwal	Murder	46	1211000	3.798513625
2005	Punjab	Rawalpindi	Chakwal	Attempted Murder	68	1211000	5.615194055
2005	Punjab	Rawalpindi	Chakwal	Hurt	182	1211000	15.02890173
2005	Punjab	Rawalpindi	Chakwal	Rioting	0	1211000	0
2005	Punjab	Rawalpindi	Chakwal	Assault on Govt. Servants	3	1211000	0.247729149
2005	Punjab	Rawalpindi	Chakwal	Rape	12	1211000	0.990916598
2005	Punjab	Rawalpindi	Chakwal	Kidnapping/ Abduction	33	1211000	2.725020644
2005	Punjab	Rawalpindi	Chakwal	Dacoity	3	1211000	0.247729149
2005	Punjab	Rawalpindi	Chakwal	Robbery	25	1211000	2.064409579
2005	Punjab	Rawalpindi	Chakwal	Burglary	88	1211000	7.266721718
2005	Punjab	Rawalpindi	Chakwal	Motor Vehicles Theft	29	1211000	2.394715111
2005	Punjab	Rawalpindi	Chakwal	Cattle Theft	25	1211000	2.064409579
2005	Punjab	Rawalpindi	Chakwal	Ordinary Thefts	71	1211000	5.862923204
2005	Punjab	Rawalpindi	Chakwal	Misc.	1613	1211000	133.195706
2005	Punjab	Rawalpindi	Jhelum	All Reported	2463	1053000	233.9031339
2005	Punjab	Rawalpindi	Jhelum	Murder	58	1053000	5.508072175
2005	Punjab	Rawalpindi	Jhelum	Attempted Murder	72	1053000	6.837606838
2005	Punjab	Rawalpindi	Jhelum	Hurt	143	1053000	13.58024691
2005	Punjab	Rawalpindi	Jhelum	Rioting	5	1053000	0.474833808
2005	Punjab	Rawalpindi	Jhelum	Assault on Govt. Servants	8	1053000	0.759734093
2005	Punjab	Rawalpindi	Jhelum	Rape	7	1053000	0.664767331
2005	Punjab	Rawalpindi	Jhelum	Kidnapping/ Abduction	47	1053000	4.463437797
2005	Punjab	Rawalpindi	Jhelum	Dacoity	9	1053000	0.854700855
2005	Punjab	Rawalpindi	Jhelum	Robbery	62	1053000	5.887939221
2005	Punjab	Rawalpindi	Jhelum	Burglary	117	1053000	11.11111111
2005	Punjab	Rawalpindi	Jhelum	Motor Vehicles Theft	34	1053000	3.228869896
2005	Punjab	Rawalpindi	Jhelum	Cattle Theft	41	1053000	3.893637227
2005	Punjab	Rawalpindi	Jhelum	Ordinary Thefts	110	1053000	10.44634378
2005	Punjab	Rawalpindi	Jhelum	Misc.	1750	1053000	166.1918329
2005	Punjab	Sargodha	Sargodha	All Reported	9563	2976000	321.3373656
2005	Punjab	Sargodha	Sargodha	Murder	196	2976000	6.586021505
2005	Punjab	Sargodha	Sargodha	Attempted Murder	336	2976000	11.29032258
2005	Punjab	Sargodha	Sargodha	Hurt	1218	2976000	40.92741935
2005	Punjab	Sargodha	Sargodha	Rioting	17	2976000	0.571236559
2005	Punjab	Sargodha	Sargodha	Assault on Govt. Servants	28	2976000	0.940860215
2005	Punjab	Sargodha	Sargodha	Rape	50	2976000	1.680107527
2005	Punjab	Sargodha	Sargodha	Kidnapping/ Abduction	175	2976000	5.880376344
2005	Punjab	Sargodha	Sargodha	Dacoity	68	2976000	2.284946237
2005	Punjab	Sargodha	Sargodha	Robbery	363	2976000	12.19758065
2005	Punjab	Sargodha	Sargodha	Burglary	346	2976000	11.62634409
2005	Punjab	Sargodha	Sargodha	Motor Vehicles Theft	211	2976000	7.090053763
2005	Punjab	Sargodha	Sargodha	Cattle Theft	501	2976000	16.83467742
2005	Punjab	Sargodha	Sargodha	Ordinary Thefts	570	2976000	19.15322581
2005	Punjab	Sargodha	Sargodha	Misc.	5484	2976000	184.2741935
2005	Punjab	Sargodha	Bhakkar	All Reported	2108	1223000	172.3630417
2005	Punjab	Sargodha	Bhakkar	Murder	49	1223000	4.006541292
2005	Punjab	Sargodha	Bhakkar	Attempted Murder	60	1223000	4.905968929
2005	Punjab	Sargodha	Bhakkar	Hurt	186	1223000	15.20850368
2005	Punjab	Sargodha	Bhakkar	Rioting	0	1223000	0
2005	Punjab	Sargodha	Bhakkar	Assault on Govt. Servants	0	1223000	0
2005	Punjab	Sargodha	Bhakkar	Rape	20	1223000	1.635322976
2005	Punjab	Sargodha	Bhakkar	Kidnapping/ Abduction	57	1223000	4.660670482
2005	Punjab	Sargodha	Bhakkar	Dacoity	5	1223000	0.408830744
2005	Punjab	Sargodha	Bhakkar	Robbery	33	1223000	2.698282911
2005	Punjab	Sargodha	Bhakkar	Burglary	55	1223000	4.497138185
2005	Punjab	Sargodha	Bhakkar	Motor Vehicles Theft	16	1223000	1.308258381
2005	Punjab	Sargodha	Bhakkar	Cattle Theft	30	1223000	2.452984464
2005	Punjab	Sargodha	Bhakkar	Ordinary Thefts	189	1223000	15.45380213
2005	Punjab	Sargodha	Bhakkar	Misc.	1408	1223000	115.1267375
2005	Punjab	Sargodha	Khushab	All Reported	2114	1016000	208.0708661
2005	Punjab	Sargodha	Khushab	Murder	47	1016000	4.625984252
2005	Punjab	Sargodha	Khushab	Attempted Murder	58	1016000	5.708661417
2005	Punjab	Sargodha	Khushab	Hurt	254	1016000	25
2005	Punjab	Sargodha	Khushab	Rioting	7	1016000	0.688976378
2005	Punjab	Sargodha	Khushab	Assault on Govt. Servants	2	1016000	0.196850394
2005	Punjab	Sargodha	Khushab	Rape	8	1016000	0.787401575
2005	Punjab	Sargodha	Khushab	Kidnapping/ Abduction	50	1016000	4.921259843
2005	Punjab	Sargodha	Khushab	Dacoity	5	1016000	0.492125984
2005	Punjab	Sargodha	Khushab	Robbery	18	1016000	1.771653543
2005	Punjab	Sargodha	Khushab	Burglary	73	1016000	7.18503937
2005	Punjab	Sargodha	Khushab	Motor Vehicles Theft	13	1016000	1.279527559
2005	Punjab	Sargodha	Khushab	Cattle Theft	54	1016000	5.31496063
2005	Punjab	Sargodha	Khushab	Ordinary Thefts	137	1016000	13.48425197
2005	Punjab	Sargodha	Khushab	Misc.	1388	1016000	136.6141732
2005	Punjab	Sargodha	Mianwali	All Reported	3631	1205000	301.3278008
2005	Punjab	Sargodha	Mianwali	Murder	79	1205000	6.556016598
2005	Punjab	Sargodha	Mianwali	Attempted Murder	116	1205000	9.626556017
2005	Punjab	Sargodha	Mianwali	Hurt	251	1205000	20.82987552
2005	Punjab	Sargodha	Mianwali	Rioting	0	1205000	0
2005	Punjab	Sargodha	Mianwali	Assault on Govt. Servants	9	1205000	0.746887967
2005	Punjab	Sargodha	Mianwali	Rape	6	1205000	0.497925311
2005	Punjab	Sargodha	Mianwali	Kidnapping/ Abduction	31	1205000	2.572614108
2005	Punjab	Sargodha	Mianwali	Dacoity	2	1205000	0.165975104
2005	Punjab	Sargodha	Mianwali	Robbery	37	1205000	3.070539419
2005	Punjab	Sargodha	Mianwali	Burglary	59	1205000	4.89626556
2005	Punjab	Sargodha	Mianwali	Motor Vehicles Theft	18	1205000	1.493775934
2005	Punjab	Sargodha	Mianwali	Cattle Theft	41	1205000	3.402489627
2005	Punjab	Sargodha	Mianwali	Ordinary Thefts	117	1205000	9.709543568
2005	Punjab	Sargodha	Mianwali	Misc.	2865	1205000	237.7593361
2006	Punjab	Bahawalpur	Bahawalpur	All Reported	12363	2947000	419.5113675
2006	Punjab	Bahawalpur	Bahawalpur	Murder	112	2947000	3.800475059
2006	Punjab	Bahawalpur	Bahawalpur	Attempted Murder	254	2947000	8.61893451
2006	Punjab	Bahawalpur	Bahawalpur	Hurt	717	2947000	24.32982694
2006	Punjab	Bahawalpur	Bahawalpur	Rioting	12	2947000	0.407193756
2006	Punjab	Bahawalpur	Bahawalpur	Assault on Govt. Servants	46	2947000	1.560909399
2006	Punjab	Bahawalpur	Bahawalpur	Rape	88	2947000	2.986087547
2006	Punjab	Bahawalpur	Bahawalpur	Kidnapping/ Abduction	424	2947000	14.38751272
2006	Punjab	Bahawalpur	Bahawalpur	Dacoity	34	2947000	1.153715643
2006	Punjab	Bahawalpur	Bahawalpur	Robbery	206	2947000	6.990159484
2006	Punjab	Bahawalpur	Bahawalpur	Burglary	748	2947000	25.38174415
2006	Punjab	Bahawalpur	Bahawalpur	Motor Vehicles Theft	166	2947000	5.632846963
2006	Punjab	Bahawalpur	Bahawalpur	Cattle Theft	649	2947000	22.02239566
2006	Punjab	Bahawalpur	Bahawalpur	Ordinary Thefts	1156	2947000	39.22633186
2006	Punjab	Bahawalpur	Bahawalpur	Misc.	7751	2947000	263.0132338
2006	Punjab	Bahawalpur	Bahawalnagar	All Reported	8451	2395000	352.8601253
2006	Punjab	Bahawalpur	Bahawalnagar	Murder	111	2395000	4.634655532
2006	Punjab	Bahawalpur	Bahawalnagar	Attempted Murder	215	2395000	8.977035491
2006	Punjab	Bahawalpur	Bahawalnagar	Hurt	786	2395000	32.81837161
2006	Punjab	Bahawalpur	Bahawalnagar	Rioting	12	2395000	0.501043841
2006	Punjab	Bahawalpur	Bahawalnagar	Assault on Govt. Servants	29	2395000	1.21085595
2006	Punjab	Bahawalpur	Bahawalnagar	Rape	59	2395000	2.463465553
2006	Punjab	Bahawalpur	Bahawalnagar	Kidnapping/ Abduction	219	2395000	9.144050104
2006	Punjab	Bahawalpur	Bahawalnagar	Dacoity	35	2395000	1.461377871
2006	Punjab	Bahawalpur	Bahawalnagar	Robbery	198	2395000	8.267223382
2006	Punjab	Bahawalpur	Bahawalnagar	Burglary	339	2395000	14.15448852
2006	Punjab	Bahawalpur	Bahawalnagar	Motor Vehicles Theft	103	2395000	4.300626305
2006	Punjab	Bahawalpur	Bahawalnagar	Cattle Theft	781	2395000	32.60960334
2006	Punjab	Bahawalpur	Bahawalnagar	Ordinary Thefts	767	2395000	32.02505219
2006	Punjab	Bahawalpur	Bahawalnagar	Misc.	4797	2395000	200.2922756
2006	Punjab	Bahawalpur	R.Y.Khan	All Reported	11180	3832000	291.7536534
2006	Punjab	Bahawalpur	R.Y.Khan	Murder	131	3832000	3.418580376
2006	Punjab	Bahawalpur	R.Y.Khan	Attempted Murder	159	3832000	4.149269311
2006	Punjab	Bahawalpur	R.Y.Khan	Hurt	781	3832000	20.38100209
2006	Punjab	Bahawalpur	R.Y.Khan	Rioting	27	3832000	0.704592902
2006	Punjab	Bahawalpur	R.Y.Khan	Assault on Govt. Servants	39	3832000	1.017745303
2006	Punjab	Bahawalpur	R.Y.Khan	Rape	81	3832000	2.113778706
2006	Punjab	Bahawalpur	R.Y.Khan	Kidnapping/ Abduction	250	3832000	6.524008351
2006	Punjab	Bahawalpur	R.Y.Khan	Dacoity	26	3832000	0.678496868
2006	Punjab	Bahawalpur	R.Y.Khan	Robbery	186	3832000	4.853862213
2006	Punjab	Bahawalpur	R.Y.Khan	Burglary	475	3832000	12.39561587
2006	Punjab	Bahawalpur	R.Y.Khan	Motor Vehicles Theft	276	3832000	7.202505219
2006	Punjab	Bahawalpur	R.Y.Khan	Cattle Theft	717	3832000	18.71085595
2006	Punjab	Bahawalpur	R.Y.Khan	Ordinary Thefts	1240	3832000	32.35908142
2006	Punjab	Bahawalpur	R.Y.Khan	Misc.	6792	3832000	177.2442589
2006	Punjab	Dera Ghazi Khan	D.G.Khan	All Reported	5193	2019000	257.2065379
2006	Punjab	Dera Ghazi Khan	D.G.Khan	Murder	75	2019000	3.714710253
2006	Punjab	Dera Ghazi Khan	D.G.Khan	Attempted Murder	119	2019000	5.894006934
2006	Punjab	Dera Ghazi Khan	D.G.Khan	Hurt	470	2019000	23.27885092
2006	Punjab	Dera Ghazi Khan	D.G.Khan	Rioting	6	2019000	0.29717682
2006	Punjab	Dera Ghazi Khan	D.G.Khan	Assault on Govt. Servants	28	2019000	1.386825161
2006	Punjab	Dera Ghazi Khan	D.G.Khan	Rape	29	2019000	1.436354631
2006	Punjab	Dera Ghazi Khan	D.G.Khan	Kidnapping/ Abduction	140	2019000	6.934125805
2006	Punjab	Dera Ghazi Khan	D.G.Khan	Dacoity	27	2019000	1.337295691
2006	Punjab	Dera Ghazi Khan	D.G.Khan	Robbery	123	2019000	6.092124814
2006	Punjab	Dera Ghazi Khan	D.G.Khan	Burglary	280	2019000	13.86825161
2006	Punjab	Dera Ghazi Khan	D.G.Khan	Motor Vehicles Theft	151	2019000	7.478949975
2006	Punjab	Dera Ghazi Khan	D.G.Khan	Cattle Theft	232	2019000	11.49083705
2006	Punjab	Dera Ghazi Khan	D.G.Khan	Ordinary Thefts	614	2019000	30.4110946
2006	Punjab	Dera Ghazi Khan	D.G.Khan	Misc.	2899	2019000	143.5859336
2006	Punjab	Dera Ghazi Khan	Layyah	All Reported	2616	1360000	192.3529412
2006	Punjab	Dera Ghazi Khan	Layyah	Murder	30	1360000	2.205882353
2006	Punjab	Dera Ghazi Khan	Layyah	Attempted Murder	25	1360000	1.838235294
2006	Punjab	Dera Ghazi Khan	Layyah	Hurt	225	1360000	16.54411765
2006	Punjab	Dera Ghazi Khan	Layyah	Rioting	0	1360000	0
2006	Punjab	Dera Ghazi Khan	Layyah	Assault on Govt. Servants	23	1360000	1.691176471
2006	Punjab	Dera Ghazi Khan	Layyah	Rape	19	1360000	1.397058824
2006	Punjab	Dera Ghazi Khan	Layyah	Kidnapping/ Abduction	53	1360000	3.897058824
2006	Punjab	Dera Ghazi Khan	Layyah	Dacoity	13	1360000	0.955882353
2006	Punjab	Dera Ghazi Khan	Layyah	Robbery	36	1360000	2.647058824
2006	Punjab	Dera Ghazi Khan	Layyah	Burglary	75	1360000	5.514705882
2006	Punjab	Dera Ghazi Khan	Layyah	Motor Vehicles Theft	25	1360000	1.838235294
2006	Punjab	Dera Ghazi Khan	Layyah	Cattle Theft	56	1360000	4.117647059
2006	Punjab	Dera Ghazi Khan	Layyah	Ordinary Thefts	56	1360000	4.117647059
2006	Punjab	Dera Ghazi Khan	Layyah	Misc.	1980	1360000	145.5882353
2006	Punjab	Dera Ghazi Khan	Muzaffargarh	All Reported	7835	3251000	241.0027684
2006	Punjab	Dera Ghazi Khan	Muzaffargarh	Murder	79	3251000	2.430021532
2006	Punjab	Dera Ghazi Khan	Muzaffargarh	Attempted Murder	128	3251000	3.937250077
2006	Punjab	Dera Ghazi Khan	Muzaffargarh	Hurt	827	3251000	25.43832667
2006	Punjab	Dera Ghazi Khan	Muzaffargarh	Rioting	1	3251000	0.030759766
2006	Punjab	Dera Ghazi Khan	Muzaffargarh	Assault on Govt. Servants	25	3251000	0.768994156
2006	Punjab	Dera Ghazi Khan	Muzaffargarh	Rape	76	3251000	2.337742233
2006	Punjab	Dera Ghazi Khan	Muzaffargarh	Kidnapping/ Abduction	127	3251000	3.906490311
2006	Punjab	Dera Ghazi Khan	Muzaffargarh	Dacoity	31	3251000	0.953552753
2006	Punjab	Dera Ghazi Khan	Muzaffargarh	Robbery	95	3251000	2.922177791
2006	Punjab	Dera Ghazi Khan	Muzaffargarh	Burglary	372	3251000	11.44263304
2006	Punjab	Dera Ghazi Khan	Muzaffargarh	Motor Vehicles Theft	75	3251000	2.306982467
2006	Punjab	Dera Ghazi Khan	Muzaffargarh	Cattle Theft	406	3251000	12.48846509
2006	Punjab	Dera Ghazi Khan	Muzaffargarh	Ordinary Thefts	935	3251000	28.76038142
2006	Punjab	Dera Ghazi Khan	Muzaffargarh	Misc.	4658	3251000	143.2789911
2006	Punjab	Dera Ghazi Khan	Rajanpur	All Reported	3688	1353000	272.5794531
2006	Punjab	Dera Ghazi Khan	Rajanpur	Murder	77	1353000	5.691056911
2006	Punjab	Dera Ghazi Khan	Rajanpur	Attempted Murder	94	1353000	6.947524021
2006	Punjab	Dera Ghazi Khan	Rajanpur	Hurt	362	1353000	26.75535846
2006	Punjab	Dera Ghazi Khan	Rajanpur	Rioting	2	1353000	0.14781966
